,Main dimension,Subdimension,Sub-subdimension,Feature,Sub Field,Sample Size
2124,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-4-avg_V1,-,99862
2125,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-4-avg_V1,-,99862
2126,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-4-avg_V1,-,99862
2127,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-5-avg_V1,-,99862
2128,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-5-avg_V1,-,99862
2129,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-5-avg_V1,-,99862
2130,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-6-avg_V1,-,99862
2131,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-6-avg_V1,-,99862
2132,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-6-avg_V1,-,99862
2133,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-7-avg_V1,-,99862
2134,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-7-avg_V1,-,99862
2135,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-7-avg_V1,-,99862
2136,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-8-avg_V1,-,99862
2137,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-8-avg_V1,-,99862
2138,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-8-avg_V1,-,99862
2139,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-9-avg_V1,-,99862
2140,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-9-avg_V1,-,99862
2141,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-9-avg_V1,-,99862
2142,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-10-avg_V1,-,99862
2143,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-10-avg_V1,-,99862
2144,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-10-avg_V1,-,99862
2145,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-11-avg_V1,-,99862
2146,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-11-avg_V1,-,99862
2147,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-11-avg_V1,-,99862
2148,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-12-avg_V1,-,99862
2149,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-12-avg_V1,-,99862
2150,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-12-avg_V1,-,99862
2151,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-13-avg_V1,-,99862
2152,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-13-avg_V1,-,99862
2153,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-13-avg_V1,-,99862
2154,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-14-avg_V1,-,99862
2155,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-14-avg_V1,-,99862
2156,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-14-avg_V1,-,99862
2157,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-15-avg_V1,-,99862
2158,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-15-avg_V1,-,99862
2159,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-15-avg_V1,-,99862
2160,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-16-avg_V1,-,99862
2161,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-16-avg_V1,-,99862
2162,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-16-avg_V1,-,99862
2163,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-17-avg_V1,-,99862
2164,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-17-avg_V1,-,99862
2165,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-17-avg_V1,-,99862
2166,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-18-avg_V1,-,99862
2167,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-18-avg_V1,-,99862
2168,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-18-avg_V1,-,99862
2169,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-19-avg_V1,-,99862
2170,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-19-avg_V1,-,99862
2171,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-19-avg_V1,-,99862
2172,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-20-avg_V1,-,99862
2173,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-20-avg_V1,-,99862
2174,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-20-avg_V1,-,99862
2175,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-21-avg_V1,-,99862
2176,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-21-avg_V1,-,99862
2177,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-21-avg_V1,-,99862
2178,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-22-avg_V1,-,99862
2179,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-22-avg_V1,-,99862
2180,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-22-avg_V1,-,99862
2181,PhysicalActivity,FullWeek,Scalars,acc-hourOfDay-23-avg_V1,-,99862
2182,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekday-23-avg_V1,-,99862
2183,PhysicalActivity,FullWeek,Scalars,acc-hourOfWeekend-23-avg_V1,-,99862
2184,PhysicalActivity,FullWeek,Scalars,MVPA-overall-avg_V1,-,99862
2185,PhysicalActivity,FullWeek,Scalars,MVPA-overall-sd_V1,-,99862
2186,PhysicalActivity,FullWeek,Scalars,MVPA-weekday-avg_V1,-,99862
2187,PhysicalActivity,FullWeek,Scalars,MVPA-weekend-avg_V1,-,99862
2188,PhysicalActivity,FullWeek,Scalars,MVPA-mon-avg_V1,-,99862
2189,PhysicalActivity,FullWeek,Scalars,MVPA-tue-avg_V1,-,99862
2190,PhysicalActivity,FullWeek,Scalars,MVPA-wed-avg_V1,-,99862
2191,PhysicalActivity,FullWeek,Scalars,MVPA-thur-avg_V1,-,99862
2192,PhysicalActivity,FullWeek,Scalars,MVPA-fri-avg_V1,-,99862
2193,PhysicalActivity,FullWeek,Scalars,MVPA-sat-avg_V1,-,99862
2194,PhysicalActivity,FullWeek,Scalars,MVPA-sun-avg_V1,-,99862
2195,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-0-avg_V1,-,99862
2196,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-0-avg_V1,-,99862
2197,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-0-avg_V1,-,99862
2198,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-1-avg_V1,-,99862
2199,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-1-avg_V1,-,99862
2200,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-1-avg_V1,-,99862
2201,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-2-avg_V1,-,99862
2202,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-2-avg_V1,-,99862
2203,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-2-avg_V1,-,99862
2204,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-3-avg_V1,-,99862
2205,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-3-avg_V1,-,99862
2206,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-3-avg_V1,-,99862
2207,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-4-avg_V1,-,99862
2208,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-4-avg_V1,-,99862
2209,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-4-avg_V1,-,99862
2210,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-5-avg_V1,-,99862
2211,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-5-avg_V1,-,99862
2212,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-5-avg_V1,-,99862
2213,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-6-avg_V1,-,99862
2214,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-6-avg_V1,-,99862
2215,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-6-avg_V1,-,99862
2216,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-7-avg_V1,-,99862
2217,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-7-avg_V1,-,99862
2218,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-7-avg_V1,-,99862
2219,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-8-avg_V1,-,99862
2220,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-8-avg_V1,-,99862
2221,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-8-avg_V1,-,99862
2222,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-9-avg_V1,-,99862
2223,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-9-avg_V1,-,99862
2224,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-9-avg_V1,-,99862
2225,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-10-avg_V1,-,99862
2226,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-10-avg_V1,-,99862
2227,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-10-avg_V1,-,99862
2228,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-11-avg_V1,-,99862
2229,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-11-avg_V1,-,99862
2230,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-11-avg_V1,-,99862
2231,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-12-avg_V1,-,99862
2232,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-12-avg_V1,-,99862
2233,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-12-avg_V1,-,99862
2234,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-13-avg_V1,-,99862
2235,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-13-avg_V1,-,99862
2236,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-13-avg_V1,-,99862
2237,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-14-avg_V1,-,99862
2238,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-14-avg_V1,-,99862
2239,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-14-avg_V1,-,99862
2240,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-15-avg_V1,-,99862
2241,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-15-avg_V1,-,99862
2242,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-15-avg_V1,-,99862
2243,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-16-avg_V1,-,99862
2244,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-16-avg_V1,-,99862
2245,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-16-avg_V1,-,99862
2246,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-17-avg_V1,-,99862
2247,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-17-avg_V1,-,99862
2248,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-17-avg_V1,-,99862
2249,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-18-avg_V1,-,99862
2250,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-18-avg_V1,-,99862
2251,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-18-avg_V1,-,99862
2252,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-19-avg_V1,-,99862
2253,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-19-avg_V1,-,99862
2254,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-19-avg_V1,-,99862
2255,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-20-avg_V1,-,99862
2256,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-20-avg_V1,-,99862
2257,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-20-avg_V1,-,99862
2258,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-21-avg_V1,-,99862
2259,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-21-avg_V1,-,99862
2260,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-21-avg_V1,-,99862
2261,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-22-avg_V1,-,99862
2262,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-22-avg_V1,-,99862
2263,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-22-avg_V1,-,99862
2264,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfDay-23-avg_V1,-,99862
2265,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekday-23-avg_V1,-,99862
2266,PhysicalActivity,FullWeek,Scalars,MVPA-hourOfWeekend-23-avg_V1,-,99862
2267,PhysicalActivity,FullWeek,Scalars,VPA-overall-avg_V1,-,99862
2268,PhysicalActivity,FullWeek,Scalars,VPA-overall-sd_V1,-,99862
2269,PhysicalActivity,FullWeek,Scalars,VPA-weekday-avg_V1,-,99862
2270,PhysicalActivity,FullWeek,Scalars,VPA-weekend-avg_V1,-,99862
2271,PhysicalActivity,FullWeek,Scalars,VPA-mon-avg_V1,-,99862
2272,PhysicalActivity,FullWeek,Scalars,VPA-tue-avg_V1,-,99862
2273,PhysicalActivity,FullWeek,Scalars,VPA-wed-avg_V1,-,99862
2274,PhysicalActivity,FullWeek,Scalars,VPA-thur-avg_V1,-,99862
2275,PhysicalActivity,FullWeek,Scalars,VPA-fri-avg_V1,-,99862
2276,PhysicalActivity,FullWeek,Scalars,VPA-sat-avg_V1,-,99862
2277,PhysicalActivity,FullWeek,Scalars,VPA-sun-avg_V1,-,99862
2278,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-0-avg_V1,-,99862
2279,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-0-avg_V1,-,99862
2280,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-0-avg_V1,-,99862
2281,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-1-avg_V1,-,99862
2282,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-1-avg_V1,-,99862
2283,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-1-avg_V1,-,99862
2284,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-2-avg_V1,-,99862
2285,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-2-avg_V1,-,99862
2286,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-2-avg_V1,-,99862
2287,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-3-avg_V1,-,99862
2288,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-3-avg_V1,-,99862
2289,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-3-avg_V1,-,99862
2290,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-4-avg_V1,-,99862
2291,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-4-avg_V1,-,99862
2292,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-4-avg_V1,-,99862
2293,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-5-avg_V1,-,99862
2294,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-5-avg_V1,-,99862
2295,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-5-avg_V1,-,99862
2296,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-6-avg_V1,-,99862
2297,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-6-avg_V1,-,99862
2298,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-6-avg_V1,-,99862
2299,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-7-avg_V1,-,99862
2300,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-7-avg_V1,-,99862
2301,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-7-avg_V1,-,99862
2302,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-8-avg_V1,-,99862
2303,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-8-avg_V1,-,99862
2304,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-8-avg_V1,-,99862
2305,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-9-avg_V1,-,99862
2306,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-9-avg_V1,-,99862
2307,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-9-avg_V1,-,99862
2308,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-10-avg_V1,-,99862
2309,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-10-avg_V1,-,99862
2310,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-10-avg_V1,-,99862
2311,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-11-avg_V1,-,99862
2312,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-11-avg_V1,-,99862
2313,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-11-avg_V1,-,99862
2314,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-12-avg_V1,-,99862
2315,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-12-avg_V1,-,99862
2316,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-12-avg_V1,-,99862
2317,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-13-avg_V1,-,99862
2318,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-13-avg_V1,-,99862
2319,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-13-avg_V1,-,99862
2320,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-14-avg_V1,-,99862
2321,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-14-avg_V1,-,99862
2322,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-14-avg_V1,-,99862
2323,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-15-avg_V1,-,99862
2324,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-15-avg_V1,-,99862
2325,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-15-avg_V1,-,99862
2326,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-16-avg_V1,-,99862
2327,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-16-avg_V1,-,99862
2328,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-16-avg_V1,-,99862
2329,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-17-avg_V1,-,99862
2330,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-17-avg_V1,-,99862
2331,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-17-avg_V1,-,99862
2332,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-18-avg_V1,-,99862
2333,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-18-avg_V1,-,99862
2334,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-18-avg_V1,-,99862
2335,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-19-avg_V1,-,99862
2336,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-19-avg_V1,-,99862
2337,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-19-avg_V1,-,99862
2338,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-20-avg_V1,-,99862
2339,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-20-avg_V1,-,99862
2340,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-20-avg_V1,-,99862
2341,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-21-avg_V1,-,99862
2342,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-21-avg_V1,-,99862
2343,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-21-avg_V1,-,99862
2344,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-22-avg_V1,-,99862
2345,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-22-avg_V1,-,99862
2346,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-22-avg_V1,-,99862
2347,PhysicalActivity,FullWeek,Scalars,VPA-hourOfDay-23-avg_V1,-,99862
2348,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekday-23-avg_V1,-,99862
2349,PhysicalActivity,FullWeek,Scalars,VPA-hourOfWeekend-23-avg_V1,-,99862
2350,PhysicalActivity,FullWeek,Scalars,moderate-overall-avg,-,99862
2351,PhysicalActivity,FullWeek,Scalars,moderate-overall-sd,-,99862
2352,PhysicalActivity,FullWeek,Scalars,moderate-weekday-avg,-,99862
2353,PhysicalActivity,FullWeek,Scalars,moderate-weekend-avg,-,99862
2354,PhysicalActivity,FullWeek,Scalars,moderate-mon-avg,-,99862
2355,PhysicalActivity,FullWeek,Scalars,moderate-tue-avg,-,99862
2356,PhysicalActivity,FullWeek,Scalars,moderate-wed-avg,-,99862
2357,PhysicalActivity,FullWeek,Scalars,moderate-thur-avg,-,99862
2358,PhysicalActivity,FullWeek,Scalars,moderate-fri-avg,-,99862
2359,PhysicalActivity,FullWeek,Scalars,moderate-sat-avg,-,99862
2360,PhysicalActivity,FullWeek,Scalars,moderate-sun-avg,-,99862
2361,PhysicalActivity,FullWeek,Scalars,moderate-hourOfDay-0-avg,-,99862
2362,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekday-0-avg,-,99862
2363,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekend-0-avg,-,99862
2364,PhysicalActivity,FullWeek,Scalars,moderate-hourOfDay-1-avg,-,99862
2365,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekday-1-avg,-,99862
2366,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekend-1-avg,-,99862
2367,PhysicalActivity,FullWeek,Scalars,moderate-hourOfDay-2-avg,-,99862
2368,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekday-2-avg,-,99862
2369,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekend-2-avg,-,99862
2370,PhysicalActivity,FullWeek,Scalars,moderate-hourOfDay-3-avg,-,99862
2371,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekday-3-avg,-,99862
2372,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekend-3-avg,-,99862
2373,PhysicalActivity,FullWeek,Scalars,moderate-hourOfDay-4-avg,-,99862
2374,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekday-4-avg,-,99862
2375,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekend-4-avg,-,99862
2376,PhysicalActivity,FullWeek,Scalars,moderate-hourOfDay-5-avg,-,99862
2377,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekday-5-avg,-,99862
2378,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekend-5-avg,-,99862
2379,PhysicalActivity,FullWeek,Scalars,moderate-hourOfDay-6-avg,-,99862
2380,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekday-6-avg,-,99862
2381,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekend-6-avg,-,99862
2382,PhysicalActivity,FullWeek,Scalars,moderate-hourOfDay-7-avg,-,99862
2383,PhysicalActivity,FullWeek,Scalars,moderate-hourOfWeekday-7-avg,-,99862
